var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_1405,11,1,10,0.9508743,7.349996,5,1,4,0.9508743,7.349996,5,1,4,0.9645359,7.349996,2,1,1,0.9645359,7.349996,6,0,6,0.9508743,0.9996122,3,0,3,0.9508743,0.9996122,1,1,0,7.349996,7.349996,1,1,0,7.349996,7.349996,10,0,10,0.9508743,0.9998778,4,0,4,0.9508743,0.9996122,3,1,2,0.9686819,7.349996,1,1,0,7.349996,7.349996,6,0,6,0.9508743,0.9912123,3,0,3,0.9508743,0.9705169,2,0,2,0.9996122,0.9998778,1,0,1,0.9996122,0.9996122,2,0,2,0.9524808,0.9645359,1,0,1,0.9645359,0.9645359,4,1,3,0.9508743,7.349996,2,1,1,0.9508743,7.349996,5,0,5,0.9705169,0.9998778,2,0,2,0.9705169,0.9996122,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1405_1,10,5,5,0.4378362,1.492991,8,4,4,0.4378362,1.213244,7,4,3,0.4378362,1.213244,7,4,3,0.4378362,1.213244,3,1,2,0.7208051,1.492991,1,0,1,0.7208051,0.7208051,4,1,3,0.4378362,1.492991,3,0,3,0.4378362,0.9868043,6,4,2,0.7208051,1.213244,5,4,1,0.7208051,1.213244,4,3,1,0.4378362,1.186172,4,3,1,0.4378362,1.186172,4,2,2,0.6968114,1.492991,3,1,2,0.6968114,1.213244,2,0,2,0.9868043,0.9970614,1,0,1,0.9868043,0.9868043,1,1,0,1.186172,1.186172,1,1,0,1.186172,1.186172,3,1,2,0.7208051,1.184644,2,1,1,0.7208051,1.184644,3,3,0,1.074801,1.492991,2,2,0,1.074801,1.213244,3,0,3,0.4378362,0.9868043,3,0,3,0.4378362,0.9868043
sp75_153,5,5,0,1.00448,2.08004,3,3,0,1.634578,2.08004,2,2,0,1.333189,1.638182,1,1,0,1.638182,1.638182,3,3,0,1.00448,2.08004,2,2,0,1.634578,2.08004,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.00448,2.08004,3,3,0,1.634578,2.08004,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.333189,2.08004,3,3,0,1.634578,2.08004,1,1,0,1.00448,1.00448,0,0,0,NA,NA,1,1,0,1.333189,1.333189,0,0,0,NA,NA,2,2,0,1.638182,2.08004,2,2,0,1.638182,2.08004,1,1,0,1.634578,1.634578,1,1,0,1.634578,1.634578,1,1,0,1.00448,1.00448,0,0,0,NA,NA
sp75_155,2,0,2,0.5438977,0.6197886,2,0,2,0.5438977,0.6197886,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5438977,0.6197886,2,0,2,0.5438977,0.6197886,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5438977,0.6197886,2,0,2,0.5438977,0.6197886,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5438977,0.6197886,2,0,2,0.5438977,0.6197886,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6197886,0.6197886,1,0,1,0.6197886,0.6197886,1,0,1,0.5438977,0.5438977,1,0,1,0.5438977,0.5438977,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_156,17,0,17,0.1964437,0.997246,10,0,10,0.1964437,0.997246,8,0,8,0.7332724,0.997246,5,0,5,0.7332724,0.997246,9,0,9,0.1964437,0.9965809,5,0,5,0.1964437,0.4952016,2,0,2,0.1964437,0.2303243,2,0,2,0.1964437,0.2303243,15,0,15,0.3037725,0.997246,8,0,8,0.3037725,0.997246,6,0,6,0.5218856,0.8888939,2,0,2,0.7569049,0.8208726,7,0,7,0.1964437,0.7595716,7,0,7,0.1964437,0.7595716,4,0,4,0.9917247,0.997246,1,0,1,0.997246,0.997246,2,0,2,0.7569049,0.9965695,1,0,1,0.7569049,0.7569049,2,0,2,0.4432818,0.7764702,1,0,1,0.4432818,0.4432818,6,0,6,0.1964437,0.9965809,3,0,3,0.1964437,0.7595716,7,0,7,0.2303243,0.997246,5,0,5,0.2303243,0.997246
sp75_160,5,5,0,1.004683,1.986534,1,1,0,1.02021,1.02021,5,5,0,1.004683,1.986534,1,1,0,1.02021,1.02021,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.986534,1.986534,0,0,0,NA,NA,4,4,0,1.004683,1.02021,1,1,0,1.02021,1.02021,1,1,0,1.986534,1.986534,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.004683,1.02021,1,1,0,1.02021,1.02021,1,1,0,1.02021,1.02021,1,1,0,1.02021,1.02021,1,1,0,1.014676,1.014676,0,0,0,NA,NA,1,1,0,1.006597,1.006597,0,0,0,NA,NA,2,2,0,1.004683,1.986534,0,0,0,NA,NA
sp75_1719_2,11,4,7,0.0607305,1.874459,7,2,5,0.0607305,1.225716,4,1,3,0.229357,1.225716,2,1,1,0.229357,1.225716,7,3,4,0.0607305,1.874459,5,1,4,0.0607305,1.007416,8,2,6,0.0607305,1.402985,5,1,4,0.0607305,1.007416,3,2,1,0.2459385,1.874459,2,1,1,0.2459385,1.225716,2,1,1,0.3010487,1.402985,0,0,0,NA,NA,7,2,5,0.0607305,1.874459,6,1,5,0.0607305,1.225716,2,1,1,0.9742975,1.007416,1,1,0,1.007416,1.007416,2,0,2,0.0607305,0.3010487,1,0,1,0.0607305,0.0607305,3,0,3,0.0676246,0.9742975,2,0,2,0.0676246,0.2459385,2,0,2,0.1945834,0.229357,2,0,2,0.1945834,0.229357,4,4,0,1.007416,1.874459,2,2,0,1.007416,1.225716
sp75_1719_4,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1720,18,18,0,1.000202,1.129801,6,6,0,1.001868,1.129801,11,11,0,1.000202,1.084042,3,3,0,1.029477,1.084042,7,7,0,1.001868,1.129801,3,3,0,1.001868,1.129801,5,5,0,1.001442,1.086814,1,1,0,1.001868,1.001868,13,13,0,1.000202,1.129801,5,5,0,1.029477,1.129801,6,6,0,1.017866,1.087747,1,1,0,1.087747,1.087747,8,8,0,1.015954,1.129801,4,4,0,1.029477,1.129801,4,4,0,1.000202,1.001868,1,1,0,1.001868,1.001868,4,4,0,1.051007,1.129801,3,3,0,1.078422,1.129801,3,3,0,1.000792,1.084042,1,1,0,1.084042,1.084042,3,3,0,1.017866,1.064575,1,1,0,1.029477,1.029477,8,8,0,1.000202,1.086814,1,1,0,1.001868,1.001868
sp75_1725,4,3,1,0.9999847,1.043086,0,0,0,NA,NA,1,0,1,0.9999847,0.9999847,0,0,0,NA,NA,3,3,0,1.000184,1.043086,0,0,0,NA,NA,1,1,0,1.043086,1.043086,0,0,0,NA,NA,3,2,1,0.9999847,1.013382,0,0,0,NA,NA,2,2,0,1.013382,1.043086,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.9999847,1.000184,0,0,0,NA,NA,3,3,0,1.000184,1.043086,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9999847,0.9999847,0,0,0,NA,NA
sp75_1906,18,17,1,0.9952581,2.280485,7,7,0,1.036074,1.665239,10,9,1,0.9952581,1.665239,4,4,0,1.036074,1.665239,8,8,0,1.001322,2.280485,3,3,0,1.091667,1.181608,3,2,1,0.9952581,2.280485,0,0,0,NA,NA,15,15,0,1.000421,1.665239,7,7,0,1.036074,1.665239,7,7,0,1.036074,2.280485,6,6,0,1.036074,1.181608,4,4,0,1.164847,1.665239,1,1,0,1.665239,1.665239,7,6,1,0.9952581,1.00327,0,0,0,NA,NA,4,4,0,1.001149,1.131024,2,2,0,1.099469,1.131024,6,6,0,1.001183,2.280485,3,3,0,1.11923,1.665239,4,4,0,1.000421,1.167808,2,2,0,1.036074,1.091667,4,3,1,0.9952581,1.617488,0,0,0,NA,NA
sp75_1916,4,0,4,0.8736004,0.9997398,1,0,1,0.8736004,0.8736004,2,0,2,0.9681599,0.9997398,0,0,0,NA,NA,2,0,2,0.8736004,0.9962627,1,0,1,0.8736004,0.8736004,1,0,1,0.9962627,0.9962627,0,0,0,NA,NA,3,0,3,0.8736004,0.9997398,1,0,1,0.8736004,0.8736004,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8736004,0.9681599,1,0,1,0.8736004,0.8736004,2,0,2,0.9962627,0.9997398,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.8736004,0.9997398,1,0,1,0.8736004,0.8736004
sp75_203,3,2,1,0.9849727,1.037262,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.9849727,1.037262,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.9849727,1.037262,0,0,0,NA,NA,1,1,0,1.037262,1.037262,0,0,0,NA,NA,1,0,1,0.9849727,0.9849727,0,0,0,NA,NA,1,1,0,1.000506,1.000506,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000506,1.037262,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9849727,0.9849727,0,0,0,NA,NA
sp75_204,16,16,0,1.000109,1.527469,8,8,0,1.028131,1.331989,8,8,0,1.000109,1.527469,3,3,0,1.028131,1.080995,8,8,0,1.079175,1.331989,5,5,0,1.094335,1.331989,8,8,0,1.079175,1.527469,2,2,0,1.252146,1.331989,8,8,0,1.000109,1.112141,6,6,0,1.028131,1.112141,3,3,0,1.079175,1.233287,0,0,0,NA,NA,11,11,0,1.028131,1.527469,8,8,0,1.028131,1.331989,2,2,0,1.000109,1.000379,0,0,0,NA,NA,5,5,0,1.071372,1.331989,3,3,0,1.071372,1.331989,5,5,0,1.000379,1.527469,2,2,0,1.080995,1.112141,6,6,0,1.000109,1.252146,3,3,0,1.028131,1.252146,0,0,0,NA,NA,0,0,0,NA,NA
sp75_205,19,19,0,1.002115,2.657728,11,11,0,1.063615,2.581583,10,10,0,1.002115,1.599619,6,6,0,1.063615,1.509892,9,9,0,1.009459,2.657728,5,5,0,1.368855,2.581583,3,3,0,1.009459,2.581583,1,1,0,2.581583,2.581583,16,16,0,1.002115,2.657728,10,10,0,1.063615,1.913611,7,7,0,1.063615,1.498965,5,5,0,1.063615,1.498965,9,9,0,1.106751,2.657728,6,6,0,1.106751,2.581583,3,3,0,1.002115,1.009459,0,0,0,NA,NA,3,3,0,1.342451,1.599619,0,0,0,NA,NA,4,4,0,1.006875,2.657728,2,2,0,1.31415,1.509892,5,5,0,1.002115,1.913611,4,4,0,1.09251,1.913611,7,7,0,1.009459,2.581583,5,5,0,1.063615,2.581583
sp75_207,8,8,0,1.006904,1.879672,2,2,0,1.007765,1.456868,5,5,0,1.007765,1.879672,1,1,0,1.007765,1.007765,3,3,0,1.006904,1.456868,1,1,0,1.456868,1.456868,5,5,0,1.006904,1.879672,1,1,0,1.007765,1.007765,3,3,0,1.068756,1.456868,1,1,0,1.456868,1.456868,1,1,0,1.36841,1.36841,0,0,0,NA,NA,4,4,0,1.068756,1.879672,1,1,0,1.456868,1.456868,3,3,0,1.006904,1.007765,1,1,0,1.007765,1.007765,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.21596,1.456868,1,1,0,1.456868,1.456868,2,2,0,1.006904,1.068756,0,0,0,NA,NA,4,4,0,1.007462,1.879672,1,1,0,1.007765,1.007765
sp75_208,16,2,14,0.8101943,1.06598,11,1,10,0.8143087,1.06598,12,0,12,0.8101943,0.9990338,10,0,10,0.8143087,0.9990338,4,2,2,0.9287194,1.06598,1,1,0,1.06598,1.06598,14,0,14,0.8101943,0.9990338,10,0,10,0.8143087,0.9990338,2,2,0,1.000274,1.06598,1,1,0,1.06598,1.06598,5,0,5,0.8143087,0.9640518,4,0,4,0.8143087,0.9640518,5,1,4,0.8101943,1.06598,3,1,2,0.9140103,1.06598,6,1,5,0.9950317,1.000274,4,0,4,0.9950317,0.9990338,4,1,3,0.8101943,1.06598,3,1,2,0.8258606,1.06598,4,0,4,0.8143087,0.9978951,2,0,2,0.8143087,0.9950317,4,0,4,0.9051805,0.99804,3,0,3,0.9051805,0.99804,4,1,3,0.9571801,1.000274,3,0,3,0.9571801,0.9990338
sp75_209,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_212,22,21,1,0.8156556,7.393138,11,10,1,0.8156556,7.393138,13,12,1,0.8156556,7.393138,7,6,1,0.8156556,7.393138,9,9,0,1.001311,1.245564,4,4,0,1.002979,1.145782,8,7,1,0.8156556,7.393138,4,3,1,0.8156556,7.393138,14,14,0,1.000489,1.145782,7,7,0,1.001531,1.145782,9,9,0,1.021704,7.393138,4,4,0,1.081786,7.393138,5,4,1,0.8156556,5.62392,2,1,1,0.8156556,1.141986,8,8,0,1.000489,1.047702,5,5,0,1.001531,1.047702,6,6,0,1.002095,1.145782,5,5,0,1.002095,1.145782,6,6,0,1.001531,7.393138,4,4,0,1.001531,7.393138,8,8,0,1.000489,1.445079,1,1,0,1.007142,1.007142,2,1,1,0.8156556,1.035855,1,0,1,0.8156556,0.8156556
sp75_213,14,12,2,0.9783943,1.367682,9,8,1,0.9824027,1.367682,5,5,0,1.000913,1.085501,3,3,0,1.000913,1.085501,9,7,2,0.9783943,1.367682,6,5,1,0.9824027,1.367682,2,0,2,0.9783943,0.9824027,1,0,1,0.9824027,0.9824027,12,12,0,1.000913,1.367682,8,8,0,1.000913,1.367682,5,5,0,1.057611,1.367682,4,4,0,1.057611,1.367682,2,2,0,1.063715,1.155138,1,1,0,1.155138,1.155138,7,5,2,0.9783943,1.002676,4,3,1,0.9824027,1.002676,1,1,0,1.00244,1.00244,0,0,0,NA,NA,5,4,1,0.9824027,1.194554,3,2,1,0.9824027,1.155138,5,5,0,1.000913,1.188008,4,4,0,1.000913,1.188008,3,2,1,0.9783943,1.367682,2,2,0,1.085501,1.367682
sp75_215,9,0,9,0.0142922,0.9920491,3,0,3,0.220029,0.9599809,1,0,1,0.8477315,0.8477315,0,0,0,NA,NA,8,0,8,0.0142922,0.9920491,3,0,3,0.220029,0.9599809,5,0,5,0.0142922,0.9788753,2,0,2,0.220029,0.9599809,4,0,4,0.6608683,0.9920491,1,0,1,0.6608683,0.6608683,3,0,3,0.1944943,0.733583,1,0,1,0.220029,0.220029,3,0,3,0.0142922,0.8477315,1,0,1,0.6608683,0.6608683,3,0,3,0.9599809,0.9920491,1,0,1,0.9599809,0.9599809,3,0,3,0.0142922,0.9599809,1,0,1,0.9599809,0.9599809,4,0,4,0.6608683,0.9920491,1,0,1,0.6608683,0.6608683,1,0,1,0.220029,0.220029,1,0,1,0.220029,0.220029,1,0,1,0.9788753,0.9788753,0,0,0,NA,NA
sp75_327,1,0,1,0.8079373,0.8079373,0,0,0,NA,NA,1,0,1,0.8079373,0.8079373,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8079373,0.8079373,0,0,0,NA,NA,1,0,1,0.8079373,0.8079373,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8079373,0.8079373,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_332,10,0,10,0.210941,0.9994406,4,0,4,0.210941,0.9974565,7,0,7,0.210941,0.9994406,3,0,3,0.210941,0.40562,3,0,3,0.7965974,0.9974565,1,0,1,0.9974565,0.9974565,6,0,6,0.210941,0.7585167,3,0,3,0.210941,0.40562,4,0,4,0.7965974,0.9994406,1,0,1,0.9974565,0.9974565,3,0,3,0.3514077,0.7585167,2,0,2,0.3514077,0.40562,5,0,5,0.210941,0.865975,1,0,1,0.210941,0.210941,2,0,2,0.9974565,0.9994406,1,0,1,0.9974565,0.9974565,3,0,3,0.210941,0.7965974,2,0,2,0.210941,0.3514077,2,0,2,0.3325609,0.40562,1,0,1,0.40562,0.40562,2,0,2,0.6934934,0.7585167,0,0,0,NA,NA,3,0,3,0.865975,0.9994406,1,0,1,0.9974565,0.9974565
sp75_334,2,0,2,0.8500795,0.9998179,0,0,0,NA,NA,1,0,1,0.9998179,0.9998179,0,0,0,NA,NA,1,0,1,0.8500795,0.8500795,0,0,0,NA,NA,1,0,1,0.8500795,0.8500795,0,0,0,NA,NA,1,0,1,0.9998179,0.9998179,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8500795,0.8500795,0,0,0,NA,NA,1,0,1,0.9998179,0.9998179,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8500795,0.9998179,0,0,0,NA,NA
sp75_337,2,0,2,0.9994408,0.9997757,0,0,0,NA,NA,2,0,2,0.9994408,0.9997757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9994408,0.9997757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9994408,0.9997757,0,0,0,NA,NA,1,0,1,0.9994408,0.9994408,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9997757,0.9997757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_340,18,10,8,0.9740856,1.503216,8,3,5,0.9782814,1.092002,11,8,3,0.9930246,1.503216,4,2,2,0.9930246,1.090987,7,2,5,0.9740856,1.092002,4,1,3,0.9782814,1.092002,10,10,0,1.001071,1.503216,3,3,0,1.045823,1.092002,8,0,8,0.9740856,0.9999547,5,0,5,0.9782814,0.9998224,8,4,4,0.9740856,1.114569,4,2,2,0.9902185,1.092002,4,2,2,0.9782814,1.503216,3,1,2,0.9782814,1.090987,6,4,2,0.9998224,1.006863,1,0,1,0.9998224,0.9998224,2,2,0,1.005298,1.503216,0,0,0,NA,NA,2,1,1,0.9740856,1.006863,0,0,0,NA,NA,4,3,1,0.982916,1.114569,1,1,0,1.092002,1.092002,10,4,6,0.9782814,1.090987,7,2,5,0.9782814,1.090987
sp75_343,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5457696,0.5457696,1,0,1,0.5457696,0.5457696
sp75_373,11,4,7,1.85e-08,1.020524,7,2,5,1.85e-08,1.020143,4,2,2,0.0888274,1.020143,2,2,0,1.010366,1.020143,7,2,5,1.85e-08,1.020524,5,0,5,1.85e-08,0.6772731,3,1,2,0.0888274,1.020524,0,0,0,NA,NA,8,3,5,1.85e-08,1.020143,7,2,5,1.85e-08,1.020143,2,0,2,0.0888274,0.1171246,0,0,0,NA,NA,4,0,4,1.85e-08,7.8e-07,4,0,4,1.85e-08,7.8e-07,5,4,1,0.6772731,1.020524,3,2,1,0.6772731,1.020143,3,0,3,7.8e-07,0.6772731,2,0,2,7.8e-07,0.6772731,2,0,2,2.73e-07,0.1171246,1,0,1,2.73e-07,2.73e-07,2,1,1,1.85e-08,1.020143,2,1,1,1.85e-08,1.020143,4,3,1,5.36e-08,1.020524,2,1,1,5.36e-08,1.010366
sp75_388,2,2,0,1.137881,1.206763,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.137881,1.206763,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.137881,1.206763,0,0,0,NA,NA,1,1,0,1.137881,1.137881,0,0,0,NA,NA,1,1,0,1.206763,1.206763,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.137881,1.206763,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_389,1,0,1,0.9993283,0.9993283,0,0,0,NA,NA,1,0,1,0.9993283,0.9993283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9993283,0.9993283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9993283,0.9993283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9993283,0.9993283,0,0,0,NA,NA
sp75_500,2,2,0,1.311681,1.69842,0,0,0,NA,NA,1,1,0,1.311681,1.311681,0,0,0,NA,NA,1,1,0,1.69842,1.69842,0,0,0,NA,NA,2,2,0,1.311681,1.69842,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.311681,1.69842,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.69842,1.69842,0,0,0,NA,NA,1,1,0,1.311681,1.311681,0,0,0,NA,NA
sp75_500_1,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2993643,0.2993643,1,0,1,0.2993643,0.2993643,0,0,0,NA,NA,0,0,0,NA,NA
sp75_501,7,4,3,0.0462333,9.438863,2,1,1,0.0462333,1.342582,2,1,1,0.0462333,1.06738,1,0,1,0.0462333,0.0462333,5,3,2,0.7216092,9.438863,1,1,0,1.342582,1.342582,2,1,1,0.0462333,9.438863,1,0,1,0.0462333,0.0462333,5,3,2,0.7216092,1.342582,1,1,0,1.342582,1.342582,1,1,0,1.106281,1.106281,0,0,0,NA,NA,6,3,3,0.0462333,9.438863,2,1,1,0.0462333,1.342582,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.0462333,0.7216092,1,0,1,0.0462333,0.0462333,1,0,1,0.8439777,0.8439777,0,0,0,NA,NA,4,4,0,1.06738,9.438863,1,1,0,1.342582,1.342582
