var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01
sp77_800,2,1,1,0.2700085,1.007373,0,0,0,NA,NA,2,1,1,0.2700085,1.007373,0,0,0,NA,NA,1,0,1,0.2700085,0.2700085,0,0,0,NA,NA,1,1,0,1.007373,1.007373,0,0,0,NA,NA,1,0,1,0.2700085,0.2700085,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.007373,1.007373,0,0,0,NA,NA,2,1,1,0.2700085,1.007373,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_800_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_800_2,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,0,0,0,NA,NA,0,0,0,NA,NA
sp77_801,3,0,3,0.6925977,0.9899675,2,0,2,0.7929169,0.9899675,3,0,3,0.6925977,0.9899675,2,0,2,0.7929169,0.9899675,1,0,1,0.7929169,0.7929169,1,0,1,0.7929169,0.7929169,2,0,2,0.6925977,0.9899675,1,0,1,0.9899675,0.9899675,1,0,1,0.6925977,0.6925977,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7929169,0.9899675,2,0,2,0.7929169,0.9899675,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.6925977,0.9899675,2,0,2,0.7929169,0.9899675
sp77_801_1,4,0,4,5.17e-10,4.94e-09,4,0,4,5.17e-10,4.94e-09,4,0,4,5.17e-10,4.94e-09,4,0,4,5.17e-10,4.94e-09,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,5.17e-10,4.94e-09,4,0,4,5.17e-10,4.94e-09,2,0,2,1.28e-09,4.94e-09,2,0,2,1.28e-09,4.94e-09,2,0,2,5.17e-10,2.27e-09,2,0,2,5.17e-10,2.27e-09,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,1.28e-09,2.27e-09,2,0,2,1.28e-09,2.27e-09,2,0,2,5.17e-10,4.94e-09,2,0,2,5.17e-10,4.94e-09,0,0,0,NA,NA,0,0,0,NA,NA
sp77_802,6,0,6,0.0493173,0.9924511,3,0,3,0.0493173,0.3214353,6,0,6,0.0493173,0.9924511,3,0,3,0.0493173,0.3214353,5,0,5,0.0493173,0.4566492,3,0,3,0.0493173,0.3214353,1,0,1,0.9924511,0.9924511,0,0,0,NA,NA,2,0,2,0.1812163,0.4566492,0,0,0,NA,NA,3,0,3,0.0493173,0.3214353,3,0,3,0.0493173,0.3214353,1,0,1,0.9924511,0.9924511,0,0,0,NA,NA,3,0,3,0.1008264,0.9924511,1,0,1,0.1008264,0.1008264,1,0,1,0.0493173,0.0493173,1,0,1,0.0493173,0.0493173,2,0,2,0.3214353,0.4566492,1,0,1,0.3214353,0.3214353
sp77_803,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,0,0,0,NA,NA,0,0,0,NA,NA
sp77_804,3,0,3,3.65e-11,0.6519157,3,0,3,3.65e-11,0.6519157,3,0,3,3.65e-11,0.6519157,3,0,3,3.65e-11,0.6519157,1,0,1,0.6246807,0.6246807,1,0,1,0.6246807,0.6246807,2,0,2,3.65e-11,0.6519157,2,0,2,3.65e-11,0.6519157,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,3.65e-11,0.6519157,3,0,3,3.65e-11,0.6519157,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,3.65e-11,3.65e-11,1,0,1,3.65e-11,3.65e-11,2,0,2,0.6246807,0.6519157,2,0,2,0.6246807,0.6519157
sp77_805,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,1,0,1,0.9927739,0.9927739,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_807,1,0,1,0.4943409,0.4943409,0,0,0,NA,NA,1,0,1,0.4943409,0.4943409,0,0,0,NA,NA,1,0,1,0.4943409,0.4943409,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4943409,0.4943409,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4943409,0.4943409,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_807_1,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0283156,0.0283156,1,0,1,0.0283156,0.0283156,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_807_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_807_3,3,3,0,1.164965,1.395802,3,3,0,1.164965,1.395802,3,3,0,1.164965,1.395802,3,3,0,1.164965,1.395802,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.164965,1.395802,3,3,0,1.164965,1.395802,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.164965,1.395802,3,3,0,1.164965,1.395802,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.357222,1.357222,1,1,0,1.357222,1.357222,1,1,0,1.395802,1.395802,1,1,0,1.395802,1.395802,1,1,0,1.164965,1.164965,1,1,0,1.164965,1.164965
sp77_808,7,7,0,1.003206,28.00239,5,5,0,1.345802,28.00239,7,7,0,1.003206,28.00239,5,5,0,1.345802,28.00239,3,3,0,2.112521,28.00239,3,3,0,2.112521,28.00239,4,4,0,1.003206,1.806086,2,2,0,1.345802,1.806086,2,2,0,3.43801,28.00239,2,2,0,3.43801,28.00239,3,3,0,1.345802,2.112521,3,3,0,1.345802,2.112521,2,2,0,1.003206,1.01193,0,0,0,NA,NA,1,1,0,1.01193,1.01193,0,0,0,NA,NA,2,2,0,1.806086,28.00239,2,2,0,1.806086,28.00239,4,4,0,1.003206,3.43801,3,3,0,1.345802,3.43801
sp77_809,7,0,7,0.6339043,0.9608215,2,0,2,0.843725,0.8534547,7,0,7,0.6339043,0.9608215,2,0,2,0.843725,0.8534547,3,0,3,0.6339043,0.8640324,0,0,0,NA,NA,4,0,4,0.7657958,0.9608215,2,0,2,0.843725,0.8534547,6,0,6,0.6339043,0.9608215,2,0,2,0.843725,0.8534547,1,0,1,0.7657958,0.7657958,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.6339043,0.8534547,1,0,1,0.8534547,0.8534547,3,0,3,0.6842201,0.843725,1,0,1,0.843725,0.843725,2,0,2,0.8640324,0.9608215,0,0,0,NA,NA
sp77_810,1,1,0,1.005042,1.005042,0,0,0,NA,NA,1,1,0,1.005042,1.005042,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.005042,1.005042,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.005042,1.005042,0,0,0,NA,NA,1,1,0,1.005042,1.005042,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_900,2,0,2,0.7488003,0.8640661,1,0,1,0.8640661,0.8640661,2,0,2,0.7488003,0.8640661,1,0,1,0.8640661,0.8640661,1,0,1,0.7488003,0.7488003,0,0,0,NA,NA,1,0,1,0.8640661,0.8640661,1,0,1,0.8640661,0.8640661,2,0,2,0.7488003,0.8640661,1,0,1,0.8640661,0.8640661,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7488003,0.8640661,1,0,1,0.8640661,0.8640661
sp77_900_1,4,4,0,1.011894,1.878646,2,2,0,1.011894,1.340939,4,4,0,1.011894,1.878646,2,2,0,1.011894,1.340939,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.011894,1.878646,2,2,0,1.011894,1.340939,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.340939,1.878646,1,1,0,1.340939,1.340939,1,1,0,1.011894,1.011894,1,1,0,1.011894,1.011894,2,2,0,1.011894,1.878646,1,1,0,1.011894,1.011894,1,1,0,1.605695,1.605695,0,0,0,NA,NA,1,1,0,1.340939,1.340939,1,1,0,1.340939,1.340939
sp77_900_2,5,2,3,7.37e-11,1.003652,3,0,3,7.37e-11,0.0036425,5,2,3,7.37e-11,1.003652,3,0,3,7.37e-11,0.0036425,0,0,0,NA,NA,0,0,0,NA,NA,5,2,3,7.37e-11,1.003652,3,0,3,7.37e-11,0.0036425,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,7.37e-11,0.0036425,3,0,3,7.37e-11,0.0036425,2,2,0,1.001481,1.003652,0,0,0,NA,NA,1,0,1,3e-10,3e-10,1,0,1,3e-10,3e-10,2,1,1,7.37e-11,1.003652,1,0,1,7.37e-11,7.37e-11,2,1,1,0.0036425,1.001481,1,0,1,0.0036425,0.0036425
sp77_901,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_901_1,2,0,2,0.4287293,0.9872488,1,0,1,0.4287293,0.4287293,2,0,2,0.4287293,0.9872488,1,0,1,0.4287293,0.4287293,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.4287293,0.9872488,1,0,1,0.4287293,0.4287293,1,0,1,0.4287293,0.4287293,1,0,1,0.4287293,0.4287293,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9872488,0.9872488,0,0,0,NA,NA,2,0,2,0.4287293,0.9872488,1,0,1,0.4287293,0.4287293,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_902,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_902_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_902_3,3,0,3,1.37e-10,3.71e-05,3,0,3,1.37e-10,3.71e-05,3,0,3,1.37e-10,3.71e-05,3,0,3,1.37e-10,3.71e-05,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,1.37e-10,3.71e-05,3,0,3,1.37e-10,3.71e-05,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,1.37e-10,3.71e-05,3,0,3,1.37e-10,3.71e-05,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,5.89e-10,5.89e-10,1,0,1,5.89e-10,5.89e-10,1,0,1,1.37e-10,1.37e-10,1,0,1,1.37e-10,1.37e-10,1,0,1,3.71e-05,3.71e-05,1,0,1,3.71e-05,3.71e-05
sp77_903,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_904,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_906,3,0,3,0.1749056,0.5124168,2,0,2,0.1749056,0.2679764,3,0,3,0.1749056,0.5124168,2,0,2,0.1749056,0.2679764,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.1749056,0.5124168,2,0,2,0.1749056,0.2679764,3,0,3,0.1749056,0.5124168,2,0,2,0.1749056,0.2679764,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2679764,0.2679764,1,0,1,0.2679764,0.2679764,1,0,1,0.1749056,0.1749056,1,0,1,0.1749056,0.1749056,1,0,1,0.5124168,0.5124168,0,0,0,NA,NA
